DEPT,CAL_N,DPHI_N,DTC_N,SGR_N,NPHI_N,PE_N,POR_N,RESDEEP_N,RHOB_N,K_SDR_N,K_TIM_N,K_SDR_N_PRE,K_GD_N_PRE,,
475.5,8.08,-0.125,-999.25,67.45,0.506,10,0,5.96,2.923,-999.25,-999.25,,,,
476,8.08,-0.132,-999.25,63.09,0.518,10,0,5.96,2.935,-999.25,-999.25,,,,
476.5,8.07,-0.137,-999.25,65.52,0.566,10,0,5.96,2.945,-999.25,-999.25,,,,
477,8.07,-0.133,-999.25,61.55,0.613,10,0,5.96,2.937,-999.25,-999.25,,,,
477.5,8.07,-0.127,-999.25,64.7,0.551,10,0,5.96,2.927,-999.25,-999.25,,,,
478,8.07,-0.12,-999.25,60.16,0.508,10,0,5.96,2.915,-999.25,-999.25,,,,
478.5,8.09,-0.126,-999.25,66.03,0.6,10,0,5.96,2.926,-999.25,-999.25,,,,
479,8.07,-0.122,-999.25,69.92,0.55,10,0,5.96,2.918,-999.25,-999.25,,,,
479.5,8.07,-0.123,-999.25,74.88,0.51,10,0,5.96,2.92,-999.25,-999.25,,,,
480,8.08,-0.114,-999.25,76.83,0.472,10,0,5.96,2.906,-999.25,-999.25,,,,
480.5,8.09,-0.12,-999.25,73.17,0.598,10,0,5.96,2.915,-999.25,-999.25,,,,
481,8.08,-0.121,-999.25,69.21,0.525,10,0,5.96,2.917,-999.25,-999.25,,,,
481.5,8.07,-0.129,-999.25,61.71,0.405,10,0,5.96,2.93,-999.25,-999.25,,,,
482,8.07,-0.133,-999.25,62.15,0.365,10,0,5.96,2.938,-999.25,-999.25,,,,
482.5,8.09,-0.135,-999.25,65.28,0.402,10,0,5.96,2.94,-999.25,-999.25,,,,
483,8.07,-0.134,-999.25,67.81,0.544,10,0,5.96,2.938,-999.25,-999.25,,,,
483.5,8.09,-0.132,-999.25,70.82,0.61,10,0,5.96,2.936,-999.25,-999.25,,,,
484,8.08,-0.129,-999.25,69.95,0.561,10,0,5.96,2.931,-999.25,-999.25,,,,
484.5,8.1,-0.122,-999.25,69.05,0.466,10,0,5.96,2.918,-999.25,-999.25,,,,
485,8.09,-0.115,-999.25,67.43,0.429,10,0,5.96,2.906,-999.25,-999.25,,,,
485.5,8.09,-0.112,-999.25,64.64,0.475,10,0,5.96,2.902,-999.25,-999.25,,,,
486,8.13,-0.116,-999.25,62.17,0.635,10,0,5.96,2.908,-999.25,-999.25,,,,
486.5,8.11,-0.119,-999.25,65,0.532,10,0,5.96,2.913,-999.25,-999.25,,,,
487,8.14,-0.118,-999.25,63.65,0.481,10,0,5.96,2.912,-999.25,-999.25,,,,
487.5,8.14,-0.115,-999.25,71.39,0.491,10,0,5.96,2.907,-999.25,-999.25,,,,
488,8.11,-0.115,-999.25,71.08,0.46,10,0,5.96,2.906,-999.25,-999.25,,,,
488.5,8.11,-0.118,-999.25,73.33,0.471,10,0,5.96,2.912,-999.25,-999.25,,,,
489,8.11,-0.122,-999.25,72.12,0.437,10,0,5.96,2.919,-999.25,-999.25,,,,
489.5,8.1,-0.132,-999.25,65.53,0.446,10,0,5.96,2.935,-999.25,-999.25,,,,
490,8.09,-0.155,-999.25,64.72,0.495,10,0,5.96,2.976,-999.25,-999.25,,,,
490.5,8.09,-0.19,-999.25,57.82,0.485,10,0,5.96,3.035,-999.25,-999.25,,,,
491,8.08,-0.2,-999.25,56.89,0.437,10,0,5.96,3.083,-999.25,-999.25,,,,
491.5,8.07,-0.2,-999.25,60.26,0.517,10,0,5.96,3.094,-999.25,-999.25,,,,
492,8.09,-0.2,-999.25,65.14,0.503,10,0,5.96,3.085,-999.25,-999.25,,,,
492.5,8.1,-0.2,-999.25,69.5,0.468,10,0,5.96,3.084,-999.25,-999.25,,,,
493,8.11,-0.2,-999.25,67.39,0.468,10,0,5.96,3.094,-999.25,-999.25,,,,
493.5,8.1,-0.2,-999.25,64.32,0.43,10,0,5.96,3.099,-999.25,-999.25,,,,
494,8.09,-0.2,-999.25,63.86,0.431,10,0,5.96,3.092,-999.25,-999.25,,,,
494.5,8.11,-0.2,-999.25,62.36,0.437,10,0,5.96,3.071,-999.25,-999.25,,,,
495,8.1,-0.199,-999.25,63.86,0.451,10,0,5.96,3.05,-999.25,-999.25,,,,
495.5,8.11,-0.188,-999.25,61.91,0.414,10,0,5.96,3.031,-999.25,-999.25,,,,
496,8.11,-0.183,-999.25,67.45,0.398,10,0,5.96,3.023,-999.25,-999.25,,,,
496.5,8.1,-0.181,-999.25,71.37,0.414,10,0,5.96,3.02,-999.25,-999.25,,,,
497,8.09,-0.181,-999.25,73.8,0.566,10,0,5.96,3.019,-999.25,-999.25,,,,
497.5,8.11,-0.181,-999.25,70.2,0.582,10,0,5.96,3.019,-999.25,-999.25,,,,
498,8.11,-0.18,-999.25,66.73,0.558,10,0,5.96,3.018,-999.25,-999.25,,,,
498.5,8.09,-0.178,-999.25,63.89,0.574,10,0,5.96,3.015,-999.25,-999.25,,,,
499,8.09,-0.176,-999.25,64.88,0.478,10,0,5.96,3.011,-999.25,-999.25,,,,
499.5,8.1,-0.175,-999.25,63.77,0.506,10,0,5.96,3.009,-999.25,-999.25,,,,
500,8.09,-0.172,-999.25,64.48,0.424,10,0,5.96,3.005,-999.25,-999.25,,,,
500.5,8.09,-0.168,-999.25,69.34,0.5,10,0,5.96,2.998,-999.25,-999.25,,,,
501,8.09,-0.164,-999.25,74.41,0.475,10,0,5.96,2.991,-999.25,-999.25,,,,
501.5,8.09,-0.164,-999.25,76.66,0.478,10,0,5.96,2.99,-999.25,-999.25,,,,
502,8.11,-0.166,-999.25,75.64,0.525,10,0,5.96,2.994,-999.25,-999.25,,,,
502.5,8.09,-0.166,-999.25,68.68,0.564,10,0,5.96,2.994,-999.25,-999.25,,,,
503,8.11,-0.159,-999.25,69.66,0.536,10,0,5.96,2.982,-999.25,-999.25,,,,
503.5,8.09,-0.15,-999.25,62.03,0.524,10,0,5.96,2.966,-999.25,-999.25,,,,
504,8.09,-0.144,-999.25,64.59,0.595,10,0,5.96,2.957,-999.25,-999.25,,,,
504.5,8.09,-0.144,-999.25,62.87,0.549,10,0,5.96,2.956,-999.25,-999.25,,,,
505,8.1,-0.14,-999.25,68.15,0.486,10,0,5.96,2.95,-999.25,-999.25,,,,
505.5,8.09,-0.129,-999.25,71.84,0.503,10,0,5.96,2.931,-999.25,-999.25,,,,
506,8.1,-0.114,-999.25,74.07,0.613,10,0,5.96,2.904,-999.25,-999.25,,,,
506.5,8.09,-0.099,-999.25,68.67,0.572,10,0,5.96,2.879,-999.25,-999.25,,,,
507,8.08,-0.088,-999.25,63.71,0.526,10,0,5.96,2.86,-999.25,-999.25,,,,
507.5,8.08,-0.081,-999.25,63.11,0.532,10,0,5.97,2.849,-999.25,-999.25,,,,
508,8.09,-0.082,-999.25,65.89,0.573,10,0,5.97,2.85,-999.25,-999.25,,,,
508.5,8.07,-0.082,-999.25,65.62,0.52,10,0,5.97,2.849,-999.25,-999.25,,,,
509,8.06,-0.085,-999.25,61.2,0.482,10,0,5.97,2.855,-999.25,-999.25,,,,
509.5,8.05,-0.076,-999.25,57.51,0.497,10,0,5.97,2.839,-999.25,-999.25,,,,
510,8.06,-0.066,-999.25,59,0.546,10,0,5.97,2.822,-999.25,-999.25,,,,
510.5,8.05,-0.056,-999.25,65.45,0.551,10,0,5.97,2.806,-999.25,-999.25,,,,
511,8.07,-0.064,-999.25,66.57,0.525,10,0,5.97,2.82,-999.25,-999.25,,,,
511.5,8.06,-0.081,-999.25,65.15,0.489,10,0,5.97,2.849,-999.25,-999.25,,,,
512,8.02,-0.091,-999.25,62.54,0.501,10,0,5.97,2.866,-999.25,-999.25,,,,
512.5,8.06,-0.107,-999.25,65.24,0.608,10,0,5.97,2.892,-999.25,-999.25,,,,
513,8.05,-0.094,-999.25,65.44,0.602,10,0,5.97,2.87,-999.25,-999.25,,,,
513.5,8.13,0.008,-999.25,67.61,0.509,9.69,0.36,5.97,2.697,-999.25,-999.25,,,,
514,8.14,0.154,-999.25,69.06,0.515,8.05,0.38,5.96,2.446,-999.25,-999.25,,,,
514.5,8.29,0.29,-999.25,76.74,0.607,5.83,0.476,5.95,2.214,-999.25,-999.25,,,,
515,9.29,0.335,-999.25,80.34,0.542,3.73,0.451,5.94,2.137,-999.25,-999.25,,,,
515.5,9.83,0.344,-999.25,82.48,0.474,2.97,0.414,5.92,2.122,-999.25,-999.25,,,,
516,10.09,0.34,-999.25,82.1,0.436,2.8,0.391,5.9,2.129,-999.25,-999.25,,,,
516.5,10.17,0.337,-999.25,79.73,0.462,2.81,0.404,5.88,2.133,-999.25,-999.25,,,,
517,10.15,0.343,-999.25,78.83,0.429,2.84,0.388,5.85,2.123,-999.25,-999.25,,,,
517.5,9.96,0.35,-999.25,86.12,0.41,2.88,0.381,5.83,2.112,-999.25,-999.25,,,,
518,9.96,0.351,-999.25,84.68,0.434,2.91,0.395,5.82,2.11,-999.25,-999.25,,,,
518.5,9.98,0.345,-999.25,82.43,0.467,2.93,0.411,5.82,2.12,-999.25,-999.25,,,,
519,10.46,0.333,-999.25,72.35,0.413,2.91,0.375,5.88,2.14,-999.25,-999.25,,,,
519.5,11.16,0.33,-999.25,68.52,0.456,2.85,0.398,5.85,2.146,-999.25,-999.25,,,,
520,11.44,0.332,-999.25,67.4,0.545,2.76,0.451,6.13,2.143,-999.25,-999.25,,,,
520.5,12.67,0.331,-999.25,67.11,0.55,2.69,0.454,6.59,2.145,-999.25,-999.25,,,,
521,12.26,0.321,-999.25,72.49,0.524,2.66,0.435,6.59,2.16,-999.25,-999.25,,,,
521.5,11.4,0.34,-999.25,74.23,0.525,2.68,0.442,7.14,2.129,-999.25,-999.25,,,,
522,11.44,0.387,-999.25,77.62,0.613,2.71,0.513,12.99,2.048,-999.25,-999.25,,,,
522.5,11.08,0.411,-999.25,82.67,0.558,2.74,0.49,7.03,2.007,-999.25,-999.25,,,,
523,9.89,0.403,-999.25,87.4,0.569,2.77,0.493,4.6,2.021,-999.25,-999.25,,,,
523.5,8.63,0.351,-999.25,88.7,0.398,2.83,0.375,5.33,2.11,-999.25,-999.25,,,,
524,8.33,0.328,-999.25,86.66,0.341,2.86,0.335,6.82,2.148,-999.25,-999.25,,,,
524.5,8.37,0.315,-999.25,86.08,0.36,2.91,0.338,7.51,2.171,-999.25,-999.25,,,,
525,8.38,0.318,-999.25,84.05,0.336,2.9,0.327,6.82,2.166,-999.25,-999.25,,,,
525.5,8.36,0.315,-999.25,84.94,0.332,2.88,0.324,5.99,2.171,-999.25,-999.25,,,,
526,8.32,0.306,-999.25,85.73,0.346,2.81,0.327,6.03,2.186,-999.25,-999.25,,,,
526.5,8.36,0.304,-999.25,88.78,0.398,2.78,0.354,6.11,2.19,-999.25,-999.25,,,,
527,8.46,0.3,-999.25,89.94,0.353,2.71,0.328,6.16,2.197,-999.25,-999.25,,,,
527.5,8.4,0.3,-999.25,85.02,0.348,2.69,0.325,6.78,2.196,-999.25,-999.25,,,,
528,8.38,0.302,-999.25,83.84,0.362,2.7,0.333,7.01,2.194,-999.25,-999.25,,,,
528.5,8.32,0.304,-999.25,77.56,0.408,2.73,0.36,6.22,2.191,-999.25,-999.25,,,,
529,8.36,0.303,-999.25,84.16,0.359,2.73,0.332,5.97,2.192,-999.25,-999.25,,,,
529.5,8.43,0.303,-999.25,83.6,0.376,2.74,0.341,5.69,2.192,-999.25,-999.25,,,,
530,8.41,0.307,-999.25,90.71,0.373,2.76,0.342,5.02,2.185,-999.25,-999.25,,,,
530.5,8.43,0.312,-999.25,85.47,0.378,2.78,0.347,4.76,2.177,-999.25,-999.25,,,,
531,8.43,0.312,-999.25,83.33,0.463,2.77,0.395,4.72,2.176,-999.25,-999.25,,,,
531.5,8.37,0.312,-999.25,83.49,0.466,2.76,0.397,5.51,2.177,-999.25,-999.25,,,,
532,8.38,0.311,-999.25,90.94,0.392,2.77,0.354,5.99,2.178,-999.25,-999.25,,,,
532.5,8.44,0.313,-999.25,96.84,0.387,2.8,0.352,6.49,2.174,-999.25,-999.25,,,,
533,8.41,0.314,-999.25,92.8,0.375,2.8,0.346,5.91,2.174,-999.25,-999.25,,,,
533.5,8.42,0.312,-999.25,85.69,0.376,2.78,0.345,5.33,2.176,-999.25,-999.25,,,,
534,8.43,0.315,-999.25,81.13,0.427,2.78,0.375,5.75,2.172,-999.25,-999.25,,,,
534.5,8.43,0.317,-999.25,81.97,0.534,2.79,0.439,5.57,2.168,-999.25,-999.25,,,,
535,8.27,0.319,-999.25,83.32,0.495,2.79,0.416,4.63,2.165,-999.25,-999.25,,,,
535.5,8.35,0.315,-999.25,85,0.416,2.75,0.369,4.99,2.171,-999.25,-999.25,,,,
536,8.37,0.31,-999.25,82.82,0.362,2.74,0.337,5.4,2.18,-999.25,-999.25,,,,
536.5,8.38,0.308,-999.25,80.45,0.411,2.73,0.363,5.77,2.184,-999.25,-999.25,,,,
537,8.34,0.31,-999.25,80.96,0.444,2.73,0.383,6.26,2.181,-999.25,-999.25,,,,
537.5,8.43,0.316,-999.25,78.26,0.467,2.76,0.399,6.5,2.17,-999.25,-999.25,,,,
538,8.36,0.317,-999.25,84.69,0.397,2.78,0.359,6.1,2.167,-999.25,-999.25,,,,
538.5,8.32,0.315,-999.25,84.53,0.36,2.78,0.338,5.86,2.171,-999.25,-999.25,,,,
539,8.31,0.315,-999.25,90.08,0.414,2.77,0.368,6.23,2.171,-999.25,-999.25,,,,
539.5,8.32,0.317,-999.25,91.93,0.357,2.74,0.338,5.5,2.168,-999.25,-999.25,,,,
540,8.24,0.318,-999.25,90.07,0.362,2.71,0.341,4.84,2.166,-999.25,-999.25,,,,
540.5,8.18,0.323,-999.25,85.82,0.362,2.73,0.343,4.76,2.158,-999.25,-999.25,,,,
541,8.2,0.327,-999.25,81.45,0.389,2.75,0.359,5.08,2.151,-999.25,-999.25,,,,
541.5,8.18,0.33,-999.25,79.08,0.454,2.77,0.397,5.29,2.145,-999.25,-999.25,,,,
542,8.2,0.329,-999.25,83.66,0.441,2.76,0.389,5.27,2.148,-999.25,-999.25,,,,
542.5,8.23,0.327,-999.25,79.61,0.445,2.75,0.39,5.19,2.15,-999.25,-999.25,,,,
543,8.2,0.33,-999.25,86.38,0.355,2.76,0.343,5.21,2.146,-999.25,-999.25,,,,
543.5,8.23,0.331,-999.25,87.57,0.417,2.74,0.376,5.31,2.144,-999.25,-999.25,,,,
544,8.18,0.334,-999.25,91.09,0.43,2.75,0.385,5.34,2.139,-999.25,-999.25,,,,
544.5,8.2,0.335,-999.25,86.2,0.47,2.75,0.408,5.49,2.136,-999.25,-999.25,,,,
545,8.29,0.337,-999.25,86.03,0.44,2.77,0.392,5.4,2.133,-999.25,-999.25,,,,
545.5,8.36,0.338,-999.25,83.85,0.406,2.77,0.374,4.96,2.132,-999.25,-999.25,,,,
546,8.23,0.339,-999.25,80.62,0.379,2.77,0.36,5.62,2.131,-999.25,-999.25,,,,
546.5,8.23,0.334,-999.25,83.67,0.421,2.74,0.38,6.17,2.139,-999.25,-999.25,,,,
547,8.25,0.331,-999.25,86.7,0.361,2.75,0.346,5.34,2.143,-999.25,-999.25,,,,
547.5,8.27,0.326,-999.25,88.73,0.344,2.75,0.335,4.39,2.153,-999.25,-999.25,,,,
548,8.27,0.328,-999.25,84.72,0.388,2.85,0.359,5.79,2.15,-999.25,-999.25,,,,
548.5,8.27,0.323,-999.25,84.38,0.354,2.91,0.339,8.13,2.157,-999.25,-999.25,,,,
549,8.25,0.32,-999.25,85.06,0.284,2.94,0.303,9.23,2.162,-999.25,-999.25,,,,
549.5,8.27,0.321,-999.25,79.26,0.3,2.89,0.311,5.97,2.161,-999.25,-999.25,,,,
550,8.29,0.329,-999.25,74.54,0.374,2.85,0.352,4.97,2.148,-999.25,-999.25,,,,
550.5,8.29,0.341,-999.25,69.33,0.386,2.88,0.364,4.28,2.128,-999.25,-999.25,,,,
551,8.23,0.346,-999.25,76.1,0.387,2.91,0.367,4.49,2.118,-999.25,-999.25,,,,
551.5,8.23,0.346,-999.25,80.98,0.371,2.93,0.359,5.09,2.118,-999.25,-999.25,,,,
552,8.25,0.341,-999.25,89.07,0.428,2.9,0.387,5.07,2.127,-999.25,-999.25,,,,
552.5,8.25,0.331,-999.25,82.97,0.436,2.89,0.387,5.09,2.143,-999.25,-999.25,,,,
553,8.25,0.318,-999.25,84.83,0.384,2.96,0.353,13.4,2.166,-999.25,-999.25,,,,
553.5,8.2,0.302,-999.25,88.72,0.305,3.01,0.304,11.76,2.193,-999.25,-999.25,,,,
554,8.14,0.296,-999.25,86.22,0.303,2.97,0.3,7.75,2.204,-999.25,-999.25,,,,
554.5,8.14,0.31,-999.25,76.91,0.405,2.89,0.361,2.93,2.179,-999.25,-999.25,,,,
555,8.18,0.331,-999.25,74.71,0.423,2.83,0.38,2.42,2.144,-999.25,-999.25,,,,
555.5,8.2,0.34,-999.25,77.21,0.353,2.79,0.347,2.7,2.128,-999.25,-999.25,,,,
556,8.25,0.34,-999.25,91.09,0.362,2.79,0.351,2.95,2.129,-999.25,-999.25,,,,
556.5,8.29,0.337,-999.25,89.74,0.336,2.79,0.337,3.33,2.133,-999.25,-999.25,,,,
557,8.34,0.35,-999.25,96.85,0.342,2.81,0.346,4.42,2.112,-999.25,-999.25,,,,
557.5,8.36,0.367,-999.25,97.33,0.362,2.8,0.365,3.67,2.082,-999.25,-999.25,,,,
558,8.41,0.378,-999.25,100.55,0.465,2.76,0.424,2.98,2.064,-999.25,-999.25,,,,
558.5,8.59,0.37,-999.25,101.72,0.462,2.72,0.419,2.6,2.077,-999.25,-999.25,,,,
559,8.36,0.35,-999.25,95.14,0.468,2.7,0.413,3.27,2.111,-999.25,-999.25,,,,
559.5,8.27,0.333,-999.25,93.54,0.374,2.69,0.354,3.92,2.14,-999.25,-999.25,,,,
560,8.29,0.324,-999.25,87.14,0.359,2.7,0.342,4.12,2.156,-999.25,-999.25,,,,
560.5,8.25,0.323,-999.25,92.22,0.403,2.69,0.365,4.8,2.158,-999.25,-999.25,,,,
561,8.25,0.324,-999.25,94.84,0.408,2.69,0.368,5.75,2.156,-999.25,-999.25,,,,
561.5,8.24,0.325,-999.25,93.83,0.404,2.66,0.367,6.65,2.155,-999.25,-999.25,,,,
562,8.34,0.324,-999.25,99.24,0.399,2.7,0.363,6.25,2.156,-999.25,-999.25,,,,
562.5,8.32,0.321,-999.25,95.35,0.455,2.74,0.394,5.9,2.162,-999.25,-999.25,,,,
563,8.36,0.319,-999.25,103.28,0.42,2.78,0.373,5.76,2.164,-999.25,-999.25,,,,
563.5,8.36,0.321,-999.25,94.98,0.389,2.8,0.357,5.77,2.161,-999.25,-999.25,,,,
564,8.36,0.327,-999.25,90.75,0.393,2.81,0.362,5.63,2.151,-999.25,-999.25,,,,
564.5,8.32,0.331,-999.25,81.13,0.39,2.78,0.362,5.56,2.144,-999.25,-999.25,,,,
565,8.36,0.328,-999.25,80.29,0.424,2.72,0.379,5.51,2.149,-999.25,-999.25,,,,
565.5,8.38,0.324,-999.25,81.99,0.383,2.68,0.355,5.43,2.157,-999.25,-999.25,,,,
566,8.36,0.321,-999.25,90.41,0.419,2.71,0.373,5.19,2.161,-999.25,-999.25,,,,
566.5,8.32,0.317,-999.25,90.91,0.386,2.73,0.353,5.34,2.167,-999.25,-999.25,,,,
567,8.32,0.314,-999.25,93.62,0.347,2.72,0.331,5.91,2.173,-999.25,-999.25,,,,
567.5,8.41,0.312,-999.25,89.74,0.358,2.7,0.336,6.01,2.177,-999.25,-999.25,,,,
568,8.34,0.314,-999.25,86.63,0.343,2.65,0.329,6.17,2.173,-999.25,-999.25,,,,
568.5,8.34,0.317,-999.25,84.94,0.422,2.64,0.373,6.01,2.167,-999.25,-999.25,,,,
569,8.27,0.317,-999.25,90.84,0.404,2.64,0.363,5.87,2.169,-999.25,-999.25,,,,
569.5,8.29,0.312,-999.25,87.55,0.368,2.68,0.341,5.76,2.176,-999.25,-999.25,,,,
570,8.27,0.31,-999.25,90.53,0.339,2.76,0.325,5.59,2.179,-999.25,-999.25,,,,
570.5,8.25,0.311,-999.25,84.88,0.341,2.84,0.326,5.18,2.178,-999.25,-999.25,,,,
571,8.27,0.312,-999.25,93.97,0.325,2.85,0.319,5.04,2.176,-999.25,-999.25,,,,
571.5,8.27,0.307,-999.25,92,0.368,2.79,0.339,5.31,2.185,-999.25,-999.25,,,,
572,8.27,0.298,-999.25,91.93,0.388,2.74,0.346,5.95,2.201,-999.25,-999.25,,,,
572.5,8.32,0.288,-999.25,86.7,0.394,2.76,0.345,6.74,2.218,-999.25,-999.25,,,,
573,8.32,0.285,-999.25,82.83,0.317,2.81,0.301,6.45,2.222,-999.25,-999.25,,,,
573.5,8.32,0.295,-999.25,80.62,0.329,2.85,0.312,5.49,2.205,-999.25,-999.25,,,,
574,8.32,0.306,-999.25,74.4,0.386,2.85,0.348,4.75,2.186,-999.25,-999.25,,,,
574.5,8.32,0.312,-999.25,75.56,0.395,2.84,0.356,4.52,2.177,-999.25,-999.25,,,,
575,8.34,0.308,-999.25,83.35,0.323,2.83,0.316,4.96,2.183,-999.25,-999.25,,,,
575.5,8.43,0.304,-999.25,83.35,0.314,2.85,0.309,5.96,2.191,-999.25,-999.25,,,,
576,8.5,0.304,-999.25,78.48,0.334,2.86,0.319,7.14,2.19,-999.25,-999.25,,,,
576.5,8.54,0.309,-999.25,72.05,0.391,2.83,0.352,8.52,2.182,-999.25,-999.25,,,,
577,8.41,0.313,-999.25,79.62,0.437,2.76,0.38,7.54,2.175,-999.25,-999.25,,,,
577.5,8.27,0.315,-999.25,88.04,0.408,2.71,0.364,6.68,2.172,-999.25,-999.25,,,,
578,8.23,0.311,-999.25,88.72,0.383,2.71,0.349,6.63,2.178,-999.25,-999.25,,,,
578.5,8.25,0.313,-999.25,90.24,0.303,2.78,0.308,6.68,2.175,-999.25,-999.25,,,,
579,8.27,0.316,-999.25,88.38,0.384,2.86,0.352,6.25,2.17,-999.25,-999.25,,,,
579.5,8.32,0.318,-999.25,92.11,0.353,2.92,0.336,6.02,2.167,-999.25,-999.25,,,,
580,8.32,0.315,-999.25,91.1,0.392,2.93,0.356,5.72,2.171,-999.25,-999.25,,,,
580.5,8.34,0.309,-999.25,97.37,0.394,2.88,0.354,5.45,2.182,-999.25,-999.25,,,,
581,8.34,0.307,-999.25,91.95,0.425,2.82,0.371,5.38,2.185,-999.25,-999.25,,,,
581.5,8.34,0.308,-999.25,91.61,0.403,2.78,0.359,5.34,2.183,-999.25,-999.25,,,,
582,8.32,0.312,-999.25,83.99,0.39,2.78,0.353,5.09,2.177,-999.25,-999.25,,,,
582.5,8.32,0.302,-999.25,94.28,0.415,2.81,0.363,4.49,2.193,-999.25,-999.25,,,,
583,8.27,0.279,-999.25,91.06,0.341,2.88,0.312,7.63,2.233,-999.25,-999.25,,,,
583.5,8.29,0.255,-999.25,90.23,0.279,2.96,0.267,15.06,2.274,-999.25,-999.25,,,,
584,8.27,0.251,-999.25,80.96,0.238,3,0.245,13.82,2.281,-999.25,-999.25,,,,
584.5,8.32,0.268,-999.25,81.97,0.305,2.96,0.287,4.64,2.251,-999.25,-999.25,,,,
585,8.29,0.292,-999.25,81.97,0.319,2.9,0.306,3.32,2.211,-999.25,-999.25,,,,
585.5,8.32,0.303,-999.25,81.81,0.35,2.82,0.327,3.75,2.192,-999.25,-999.25,,,,
586,8.32,0.31,-999.25,84.52,0.331,2.79,0.321,4.48,2.18,-999.25,-999.25,,,,
586.5,8.27,0.311,-999.25,86.37,0.404,2.74,0.361,5.26,2.178,-999.25,-999.25,,,,
587,8.27,0.314,-999.25,84.68,0.391,2.72,0.355,5.92,2.174,-999.25,-999.25,,,,
587.5,8.27,0.314,-999.25,85.36,0.367,2.74,0.342,8.02,2.173,-999.25,-999.25,,,,
588,8.32,0.317,-999.25,83.52,0.362,2.79,0.34,7.44,2.167,-999.25,-999.25,,,,
588.5,8.29,0.321,-999.25,87.39,0.382,2.84,0.353,6.49,2.162,-999.25,-999.25,,,,
589,8.36,0.318,-999.25,87.05,0.392,2.83,0.357,6.32,2.166,-999.25,-999.25,,,,
589.5,8.38,0.318,-999.25,87.39,0.352,2.81,0.335,6.25,2.167,-999.25,-999.25,,,,
590,8.36,0.313,-999.25,87.22,0.401,2.75,0.36,6.5,2.176,-999.25,-999.25,,,,
590.5,8.34,0.311,-999.25,88.24,0.394,2.71,0.355,6.68,2.177,-999.25,-999.25,,,,
591,8.34,0.31,-999.25,91.44,0.441,2.68,0.381,7.15,2.179,-999.25,-999.25,,,,
591.5,8.32,0.316,-999.25,90.76,0.369,2.7,0.344,6.57,2.169,-999.25,-999.25,,,,
592,8.27,0.323,-999.25,85.68,0.374,2.73,0.349,6.27,2.158,-999.25,-999.25,,,,
592.5,8.32,0.321,-999.25,75.75,0.454,2.7,0.393,6.01,2.16,-999.25,-999.25,,,,
593,8.32,0.323,-999.25,79.3,0.477,2.72,0.407,6.08,2.158,-999.25,-999.25,,,,
593.5,8.29,0.322,-999.25,81.17,0.459,2.76,0.396,5.74,2.16,-999.25,-999.25,,,,
594,8.32,0.321,-999.25,87.38,0.443,2.8,0.387,5.34,2.16,-999.25,-999.25,,,,
594.5,8.36,0.32,-999.25,83.56,0.413,2.8,0.369,5.17,2.162,-999.25,-999.25,,,,
595,8.38,0.323,-999.25,78.85,0.39,2.81,0.358,5.11,2.158,-999.25,-999.25,,,,
595.5,8.38,0.324,-999.25,86.3,0.386,2.8,0.356,5,2.155,-999.25,-999.25,,,,
596,8.43,0.321,-999.25,89.77,0.371,2.77,0.347,5.01,2.162,-999.25,-999.25,,,,
596.5,8.41,0.316,-999.25,95.5,0.385,2.74,0.352,5.14,2.17,-999.25,-999.25,,,,
597,8.41,0.312,-999.25,86.7,0.378,2.73,0.347,5.48,2.176,-999.25,-999.25,,,,
597.5,8.45,0.313,-999.25,84.5,0.38,2.73,0.348,6.17,2.175,-999.25,-999.25,,,,
598,8.41,0.317,-999.25,81.95,0.375,2.72,0.347,6.69,2.167,-999.25,-999.25,,,,
598.5,8.43,0.324,-999.25,83.31,0.428,2.74,0.38,5.53,2.156,-999.25,-999.25,,,,
599,8.41,0.33,-999.25,81.29,0.382,2.79,0.357,5.44,2.146,-999.25,-999.25,,,,
599.5,8.43,0.328,-999.25,84.84,0.419,2.83,0.376,5.77,2.149,-999.25,-999.25,,,,
600,8.38,0.328,-999.25,88.57,0.368,2.87,0.349,5.79,2.148,-999.25,-999.25,,,,
600.5,8.34,0.329,-999.25,91.77,0.368,2.89,0.349,5.55,2.148,-999.25,-999.25,,,,
601,8.32,0.327,-999.25,87.73,0.37,2.84,0.349,5.96,2.15,-999.25,-999.25,,,,
601.5,8.36,0.327,-999.25,82.65,0.411,2.8,0.371,6.72,2.151,-999.25,-999.25,,,,
602,8.25,0.324,-999.25,70.35,0.407,2.74,0.368,7.41,2.156,-999.25,-999.25,,,,
602.5,8.25,0.326,-999.25,66.1,0.418,2.75,0.375,6.66,2.153,-999.25,-999.25,,,,
603,8.23,0.324,-999.25,71.01,0.429,2.74,0.38,5.78,2.156,-999.25,-999.25,,,,
603.5,8.25,0.326,-999.25,72.27,0.373,2.76,0.35,5.55,2.153,-999.25,-999.25,,,,
604,8.27,0.328,-999.25,84.6,0.365,2.81,0.347,5.16,2.149,-999.25,-999.25,,,,
604.5,8.27,0.328,-999.25,81.57,0.442,2.84,0.389,4.65,2.149,-999.25,-999.25,,,,
605,8.29,0.324,-999.25,92.01,0.434,2.84,0.383,4.83,2.155,-999.25,-999.25,,,,
605.5,8.28,0.319,-999.25,85.94,0.457,2.81,0.394,5.09,2.164,-999.25,-999.25,,,,
