DEPT,CAL_N,DPHI_N,DTC_N,SGR_N,NPHI_N,PE_N,POR_N,RESDEEP_N,RHOB_N,K_SDR_N,K_TIM_N,K_SDR_N_PRE
958,9.66,0.277,-999.25,118.45,0.507,3.18,0.409,2.48,2.236,-999.25,-999.25,
958.5,9.73,0.266,-999.25,107.11,0.56,3.16,0.438,3.45,2.254,-999.25,-999.25,
959,9.69,0.268,-999.25,100.24,0.404,3.18,0.343,3.72,2.252,-999.25,-999.25,
959.5,9.66,0.266,-999.25,105.89,0.397,3.21,0.338,3.8,2.255,-999.25,-999.25,
960,9.57,0.271,-999.25,107.66,0.471,3.3,0.384,3.87,2.246,-999.25,-999.25,
960.5,9.53,0.269,-999.25,107.89,0.409,3.35,0.346,3.57,2.251,-999.25,-999.25,
961,9.55,0.263,-999.25,101.82,0.388,3.36,0.331,3.29,2.26,-999.25,-999.25,
961.5,9.76,0.257,-999.25,99.11,0.366,3.32,0.316,3.09,2.27,-999.25,-999.25,
962,9.91,0.264,-999.25,96.41,0.378,3.33,0.326,2.88,2.259,-999.25,-999.25,
962.5,10.05,0.27,-999.25,98.54,0.429,3.33,0.358,2.91,2.249,-999.25,-999.25,
963,10.02,0.269,-999.25,97.78,0.4,3.31,0.341,3.13,2.25,-999.25,-999.25,
963.5,9.94,0.266,-999.25,95.17,0.413,3.27,0.347,3.34,2.255,-999.25,-999.25,
964,9.85,0.263,-999.25,95.23,0.417,3.3,0.349,3.44,2.26,-999.25,-999.25,
964.5,9.89,0.261,-999.25,99.61,0.498,3.34,0.398,3.4,2.263,-999.25,-999.25,
965,10.09,0.259,-999.25,95.21,0.479,3.35,0.385,3.3,2.267,-999.25,-999.25,
965.5,10.23,0.267,-999.25,85.19,0.505,3.33,0.404,3.11,2.253,-999.25,-999.25,
966,10.33,0.265,-999.25,79.95,0.438,3.35,0.362,3.13,2.257,-999.25,-999.25,
966.5,10.24,0.265,-999.25,85.61,0.427,3.36,0.355,3.13,2.257,-999.25,-999.25,
967,10.18,0.265,-999.25,93.79,0.393,3.37,0.335,3.1,2.257,-999.25,-999.25,
967.5,10.07,0.268,-999.25,105.53,0.442,3.37,0.366,3.1,2.251,-999.25,-999.25,
968,10.21,0.266,-999.25,106.88,0.549,3.4,0.431,3.16,2.255,-999.25,-999.25,
968.5,10.41,0.262,-999.25,103.25,0.449,3.41,0.368,3.18,2.262,-999.25,-999.25,
969,10.56,0.26,-999.25,93.04,0.439,3.38,0.361,3.24,2.266,-999.25,-999.25,
969.5,10.59,0.264,-999.25,93.14,0.494,3.33,0.396,3.35,2.259,-999.25,-999.25,
970,10.54,0.27,-999.25,93.64,0.38,3.35,0.33,3.46,2.249,-999.25,-999.25,
970.5,10.45,0.279,-999.25,95.16,0.42,3.4,0.357,3.61,2.234,-999.25,-999.25,
971,10.38,0.274,-999.25,94.72,0.452,3.45,0.374,3.8,2.242,-999.25,-999.25,
971.5,10.56,0.275,-999.25,100.55,0.385,3.39,0.335,3.81,2.241,-999.25,-999.25,
972,10.56,0.278,-999.25,107.22,0.374,3.3,0.33,3.68,2.235,-999.25,-999.25,
972.5,10.47,0.279,-999.25,105.53,0.409,3.24,0.35,3.42,2.232,-999.25,-999.25,
973,10.29,0.276,-999.25,98.78,0.444,3.24,0.37,3.42,2.238,-999.25,-999.25,
973.5,10.09,0.276,-999.25,95.06,0.397,3.3,0.342,3.3,2.239,-999.25,-999.25,
974,9.85,0.278,-999.25,96.51,0.374,3.36,0.33,3.15,2.235,-999.25,-999.25,
974.5,9.87,0.277,-999.25,95.08,0.379,3.37,0.332,3.06,2.236,-999.25,-999.25,
975,10,0.276,-999.25,91.1,0.449,3.35,0.373,3.08,2.238,-999.25,-999.25,
975.5,10.07,0.284,-999.25,91.93,0.424,3.33,0.361,3.11,2.224,-999.25,-999.25,
976,10.02,0.288,-999.25,97.16,0.389,3.34,0.342,2.99,2.218,-999.25,-999.25,
976.5,9.82,0.289,-999.25,98.65,0.389,3.39,0.343,3.02,2.217,-999.25,-999.25,
977,9.71,0.284,-999.25,90.57,0.415,3.44,0.356,2.93,2.225,-999.25,-999.25,
977.5,9.57,0.283,-999.25,88.54,0.447,3.52,0.374,2.9,2.226,-999.25,-999.25,
978,9.71,0.285,-999.25,91.02,0.413,3.53,0.355,2.91,2.222,-999.25,-999.25,
978.5,9.73,0.286,-999.25,91.43,0.42,3.47,0.359,3.2,2.221,-999.25,-999.25,
979,9.69,0.285,-999.25,91.01,0.447,3.39,0.375,3.23,2.223,-999.25,-999.25,
979.5,9.66,0.28,-999.25,94.72,0.48,3.32,0.393,3.47,2.231,-999.25,-999.25,
980,9.6,0.278,-999.25,99.2,0.41,3.28,0.35,3.42,2.235,-999.25,-999.25,
980.5,9.48,0.271,-999.25,106.86,0.404,3.25,0.344,3.17,2.246,-999.25,-999.25,
981,9.53,0.262,-999.25,102.9,0.387,3.2,0.33,3.13,2.262,-999.25,-999.25,
981.5,9.62,0.258,-999.25,107.1,0.348,3.15,0.306,3.27,2.27,-999.25,-999.25,
982,9.64,0.266,-999.25,102.24,0.357,3.17,0.315,3.12,2.255,-999.25,-999.25,
982.5,10,0.29,-999.25,103.07,0.425,3.26,0.364,3.03,2.214,-999.25,-999.25,
983,9.62,0.303,-999.25,102.59,0.437,3.35,0.376,3.24,2.192,-999.25,-999.25,
983.5,9.55,0.303,-999.25,104.19,0.401,3.35,0.355,3.34,2.192,-999.25,-999.25,
984,9.48,0.286,-999.25,97.86,0.436,3.3,0.369,3.34,2.221,-999.25,-999.25,
984.5,9.48,0.27,-999.25,102.15,0.389,3.26,0.335,3.45,2.248,-999.25,-999.25,
985,9.51,0.261,-999.25,95.74,0.402,3.28,0.339,3.11,2.264,-999.25,-999.25,
985.5,9.53,0.256,-999.25,107.66,0.402,3.29,0.337,3.12,2.273,-999.25,-999.25,
986,9.44,0.262,-999.25,102.16,0.441,3.36,0.363,3.12,2.262,-999.25,-999.25,
986.5,9.4,0.272,-999.25,104.62,0.476,3.48,0.388,3.24,2.244,-999.25,-999.25,
987,9.42,0.283,-999.25,102.38,0.395,3.62,0.344,3.28,2.226,-999.25,-999.25,
987.5,9.42,0.285,-999.25,95.13,0.388,3.68,0.34,3.42,2.223,-999.25,-999.25,
988,9.46,0.282,-999.25,97.06,0.371,3.67,0.33,3.56,2.228,-999.25,-999.25,
988.5,9.44,0.283,-999.25,92.77,0.371,3.68,0.33,3.73,2.227,-999.25,-999.25,
989,9.42,0.288,-999.25,95.4,0.463,3.73,0.386,3.74,2.218,-999.25,-999.25,
989.5,9.37,0.288,-999.25,99.45,0.442,3.75,0.373,3.72,2.217,-999.25,-999.25,
990,9.35,0.285,-999.25,109.07,0.381,3.73,0.336,3.57,2.222,-999.25,-999.25,
990.5,9.31,0.279,-999.25,112.96,0.407,3.66,0.349,3.2,2.233,-999.25,-999.25,
991,9.33,0.274,-999.25,114.75,0.366,3.58,0.323,2.89,2.241,-999.25,-999.25,
991.5,9.33,0.272,-999.25,105.73,0.439,3.54,0.365,2.77,2.244,-999.25,-999.25,
992,9.37,0.275,-999.25,104.62,0.407,3.59,0.347,2.86,2.239,-999.25,-999.25,
992.5,9.4,0.278,-999.25,97,0.383,3.61,0.335,3.06,2.234,-999.25,-999.25,
993,9.44,0.28,-999.25,94.13,0.362,3.58,0.324,3.17,2.231,-999.25,-999.25,
993.5,9.44,0.28,-999.25,99.11,0.362,3.51,0.324,3.16,2.231,-999.25,-999.25,
994,9.46,0.279,-999.25,102.58,0.303,3.48,0.291,3.05,2.232,-999.25,-999.25,
994.5,9.51,0.275,-999.25,106.77,0.369,3.49,0.325,3,2.239,-999.25,-999.25,
995,9.53,0.273,-999.25,104.06,0.445,3.55,0.369,2.98,2.243,-999.25,-999.25,
995.5,9.57,0.275,-999.25,100.35,0.364,3.62,0.323,2.96,2.239,-999.25,-999.25,
996,9.55,0.275,-999.25,104.18,0.401,3.65,0.344,2.96,2.24,-999.25,-999.25,
996.5,9.55,0.27,-999.25,102.83,0.435,3.62,0.362,2.9,2.248,-999.25,-999.25,
997,9.53,0.264,-999.25,96.82,0.447,3.57,0.367,2.73,2.259,-999.25,-999.25,
997.5,9.53,0.262,-999.25,95.71,0.405,3.57,0.341,2.73,2.261,-999.25,-999.25,
998,9.53,0.261,-999.25,92.08,0.439,3.58,0.361,2.79,2.263,-999.25,-999.25,
998.5,9.57,0.263,-999.25,103.39,0.428,3.63,0.355,2.82,2.26,-999.25,-999.25,
999,9.57,0.259,-999.25,97.83,0.383,3.61,0.327,2.88,2.266,-999.25,-999.25,
999.5,9.6,0.256,-999.25,95.05,0.396,3.59,0.333,2.97,2.272,-999.25,-999.25,
1000,9.64,0.252,-999.25,87.72,0.413,3.54,0.342,3.06,2.279,-999.25,-999.25,
1000.5,9.69,0.253,-999.25,91.35,0.373,3.55,0.319,2.94,2.277,-999.25,-999.25,
1001,9.73,0.257,-999.25,94.39,0.316,3.59,0.288,2.87,2.271,-999.25,-999.25,
1001.5,9.74,0.253,-999.25,90.67,0.392,3.57,0.33,2.93,2.277,-999.25,-999.25,
1002,9.76,0.252,-999.25,90.67,0.45,3.53,0.365,2.97,2.279,-999.25,-999.25,
1002.5,9.8,0.255,-999.25,99.56,0.431,3.5,0.354,2.91,2.275,-999.25,-999.25,
1003,9.71,0.262,-999.25,111.61,0.503,3.52,0.401,2.8,2.262,-999.25,-999.25,
1003.5,9.64,0.263,-999.25,114.08,0.481,3.54,0.388,2.88,2.26,-999.25,-999.25,
1004,9.6,0.257,-999.25,102.41,0.437,3.53,0.358,3,2.271,-999.25,-999.25,
1004.5,9.57,0.251,-999.25,102.28,0.413,3.51,0.342,3.1,2.281,-999.25,-999.25,
1005,9.55,0.25,-999.25,93.4,0.42,3.51,0.346,3.11,2.282,-999.25,-999.25,
1005.5,9.46,0.257,-999.25,102.26,0.351,3.59,0.308,3.07,2.271,-999.25,-999.25,
1006,9.51,0.261,-999.25,94.72,0.401,3.65,0.338,3.08,2.263,-999.25,-999.25,
1006.5,9.53,0.266,-999.25,97.76,0.415,3.69,0.349,3.14,2.255,-999.25,-999.25,
1007,9.46,0.264,-999.25,94.05,0.427,3.65,0.355,3.11,2.259,-999.25,-999.25,
1007.5,9.44,0.265,-999.25,96.07,0.339,3.63,0.304,3.08,2.257,-999.25,-999.25,
1008,9.42,0.261,-999.25,97.85,0.332,3.6,0.299,3.06,2.263,-999.25,-999.25,
1008.5,9.35,0.26,-999.25,96.76,0.39,3.59,0.331,3.1,2.265,-999.25,-999.25,
1009,9.31,0.262,-999.25,98.88,0.354,3.6,0.311,3.12,2.263,-999.25,-999.25,
1009.5,9.28,0.264,-999.25,102.11,0.32,3.63,0.293,3.19,2.259,-999.25,-999.25,
1010,9.31,0.263,-999.25,108.51,0.479,3.63,0.386,3.23,2.261,-999.25,-999.25,
1010.5,9.31,0.26,-999.25,106.14,0.475,3.64,0.383,3.34,2.266,-999.25,-999.25,
1011,9.31,0.261,-999.25,101.37,0.366,3.68,0.318,3.33,2.264,-999.25,-999.25,
1011.5,9.28,0.263,-999.25,93.12,0.417,3.71,0.349,3.26,2.26,-999.25,-999.25,
1012,9.33,0.264,-999.25,92.69,0.368,3.71,0.32,3.15,2.259,-999.25,-999.25,
1012.5,9.31,0.266,-999.25,92.1,0.394,3.63,0.336,2.98,2.255,-999.25,-999.25,
1013,9.31,0.294,-999.25,94.05,0.393,3.52,0.347,3.07,2.207,-999.25,-999.25,
1013.5,9.31,0.325,-999.25,95.4,0.416,3.37,0.373,3.04,2.154,-999.25,-999.25,
1014,9.31,0.353,-999.25,97.52,0.436,3.2,0.397,2.8,2.107,-999.25,-999.25,
1014.5,9.33,0.338,-999.25,106.19,0.469,3.1,0.409,2.74,2.132,-999.25,-999.25,
1015,9.51,0.31,-999.25,107.97,0.493,3.19,0.412,2.8,2.18,-999.25,-999.25,
1015.5,9.48,0.279,-999.25,106.44,0.404,3.35,0.347,3.18,2.233,-999.25,-999.25,
1016,9.26,0.265,-999.25,105.98,0.383,3.49,0.329,3.61,2.256,-999.25,-999.25,
1016.5,9.22,0.264,-999.25,108.59,0.318,3.5,0.292,3.39,2.258,-999.25,-999.25,
1017,9.19,0.267,-999.25,107.33,0.354,3.52,0.314,3.11,2.254,-999.25,-999.25,
1017.5,9.22,0.267,-999.25,102.49,0.387,3.54,0.332,2.87,2.253,-999.25,-999.25,
1018,9.24,0.27,-999.25,97.09,0.344,3.59,0.309,2.71,2.249,-999.25,-999.25,
1018.5,9.24,0.271,-999.25,97.76,0.386,3.61,0.333,2.65,2.246,-999.25,-999.25,
1019,9.22,0.274,-999.25,94.05,0.352,3.6,0.315,2.67,2.241,-999.25,-999.25,
1019.5,9.26,0.271,-999.25,92.44,0.362,3.51,0.32,2.75,2.247,-999.25,-999.25,
1020,9.22,0.262,-999.25,91.35,0.359,3.4,0.314,2.82,2.261,-999.25,-999.25,
1020.5,9.15,0.257,-999.25,96.85,0.402,3.36,0.337,2.84,2.27,-999.25,-999.25,
1021,9.13,0.259,-999.25,103.42,0.391,3.42,0.332,2.86,2.266,-999.25,-999.25,
1021.5,9.1,0.265,-999.25,107.99,0.386,3.5,0.331,2.87,2.258,-999.25,-999.25,
1022,9.06,0.263,-999.25,96.07,0.411,3.49,0.345,2.87,2.261,-999.25,-999.25,
1022.5,9.08,0.263,-999.25,96.85,0.412,3.51,0.346,2.89,2.26,-999.25,-999.25,
1023,9.13,0.264,-999.25,100.13,0.481,3.57,0.388,2.87,2.258,-999.25,-999.25,
1023.5,9.15,0.268,-999.25,111.09,0.489,3.65,0.394,2.85,2.252,-999.25,-999.25,
1024,9.19,0.267,-999.25,108.05,0.364,3.65,0.319,2.89,2.253,-999.25,-999.25,
1024.5,9.24,0.264,-999.25,102.31,0.369,3.63,0.321,2.93,2.259,-999.25,-999.25,
1025,9.31,0.264,-999.25,93.72,0.321,3.6,0.294,2.92,2.259,-999.25,-999.25,
1025.5,9.31,0.274,-999.25,85.87,0.335,3.6,0.306,2.88,2.241,-999.25,-999.25,
1026,9.48,0.28,-999.25,82.58,0.373,3.53,0.33,2.92,2.231,-999.25,-999.25,
1026.5,9.51,0.285,-999.25,92.94,0.395,3.44,0.344,2.61,2.223,-999.25,-999.25,
1027,10.54,0.267,-999.25,97.49,0.416,3.33,0.35,2.76,2.254,-999.25,-999.25,
1027.5,9.55,0.255,-999.25,96.21,0.375,3.35,0.321,3.48,2.274,-999.25,-999.25,
1028,9.37,0.245,-999.25,88.1,0.336,3.42,0.294,3.7,2.291,-999.25,-999.25,
1028.5,9.4,0.247,-999.25,92.06,0.37,3.49,0.315,3.54,2.288,-999.25,-999.25,
1029,9.44,0.25,-999.25,99.01,0.382,3.51,0.323,3.16,2.282,-999.25,-999.25,
1029.5,9.42,0.251,-999.25,102.83,0.374,3.49,0.318,2.84,2.281,-999.25,-999.25,
1030,9.44,0.252,-999.25,96.02,0.41,3.48,0.34,2.6,2.28,-999.25,-999.25,
1030.5,9.44,0.254,-999.25,97.04,0.446,3.48,0.363,2.64,2.276,-999.25,-999.25,
1031,9.46,0.256,-999.25,98.14,0.498,3.51,0.396,2.67,2.272,-999.25,-999.25,
1031.5,9.51,0.26,-999.25,99.13,0.531,3.55,0.418,2.74,2.266,-999.25,-999.25,
1032,9.62,0.263,-999.25,100.92,0.459,3.61,0.374,2.77,2.26,-999.25,-999.25,
1032.5,9.66,0.264,-999.25,98.37,0.367,3.64,0.32,2.81,2.258,-999.25,-999.25,
1033,9.69,0.264,-999.25,101.58,0.38,3.65,0.327,2.81,2.258,-999.25,-999.25,
1033.5,9.69,0.261,-999.25,93.71,0.441,3.63,0.362,2.83,2.263,-999.25,-999.25,
1034,9.69,0.257,-999.25,92.79,0.393,3.58,0.332,2.83,2.27,-999.25,-999.25,
1034.5,9.66,0.257,-999.25,95.4,0.413,3.55,0.344,2.83,2.27,-999.25,-999.25,
1035,9.71,0.259,-999.25,97.43,0.47,3.54,0.379,2.79,2.266,-999.25,-999.25,
1035.5,9.66,0.259,-999.25,100.13,0.361,3.51,0.314,2.74,2.267,-999.25,-999.25,
1036,9.64,0.253,-999.25,101.48,0.39,3.43,0.329,2.7,2.278,-999.25,-999.25,
1036.5,9.6,0.249,-999.25,101.9,0.428,3.39,0.35,2.64,2.284,-999.25,-999.25,
1037,9.62,0.251,-999.25,105.18,0.435,3.43,0.355,2.62,2.281,-999.25,-999.25,
1037.5,9.64,0.26,-999.25,101.9,0.391,3.54,0.332,2.63,2.265,-999.25,-999.25,
1038,9.55,0.264,-999.25,109.8,0.473,3.59,0.383,2.61,2.259,-999.25,-999.25,
1038.5,9.6,0.267,-999.25,107.3,0.477,3.62,0.387,2.48,2.254,-999.25,-999.25,
1039,9.6,0.265,-999.25,109.57,0.366,3.6,0.32,2.45,2.258,-999.25,-999.25,
1039.5,9.53,0.265,-999.25,104.27,0.399,3.62,0.339,2.67,2.256,-999.25,-999.25,
1040,9.35,0.263,-999.25,100.8,0.43,3.62,0.356,2.88,2.26,-999.25,-999.25,
1040.5,9.28,0.259,-999.25,102.15,0.414,3.59,0.345,2.91,2.268,-999.25,-999.25,
1041,9.26,0.258,-999.25,105.87,0.411,3.59,0.343,2.77,2.269,-999.25,-999.25,
1041.5,9.33,0.258,-999.25,116,0.399,3.6,0.336,2.63,2.268,-999.25,-999.25,
1042,9.35,0.262,-999.25,108.99,0.381,3.63,0.327,2.54,2.262,-999.25,-999.25,
1042.5,9.31,0.266,-999.25,107.88,0.377,3.6,0.326,2.46,2.255,-999.25,-999.25,
1043,9.33,0.284,-999.25,97.49,0.378,3.53,0.334,2.77,2.225,-999.25,-999.25,
1043.5,9.33,0.285,-999.25,102.04,0.434,3.43,0.367,2.56,2.223,-999.25,-999.25,
1044,9.33,0.288,-999.25,93.44,0.453,3.3,0.38,2.26,2.217,-999.25,-999.25,
1044.5,9.46,0.273,-999.25,94.03,0.406,3.26,0.346,2.41,2.243,-999.25,-999.25,
1045,9.37,0.269,-999.25,89.4,0.38,3.29,0.329,2.6,2.251,-999.25,-999.25,
1045.5,9.44,0.259,-999.25,88.98,0.378,3.4,0.324,2.62,2.266,-999.25,-999.25,
1046,9.53,0.255,-999.25,92.7,0.373,3.45,0.319,2.77,2.275,-999.25,-999.25,
1046.5,9.53,0.265,-999.25,93.71,0.383,3.43,0.329,2.85,2.256,-999.25,-999.25,
1047,9.53,0.275,-999.25,96.75,0.351,3.42,0.315,2.55,2.24,-999.25,-999.25,
1047.5,9.55,0.268,-999.25,98.54,0.42,3.47,0.352,2.38,2.252,-999.25,-999.25,
1048,9.6,0.256,-999.25,97.44,0.405,3.54,0.339,2.52,2.273,-999.25,-999.25,
1048.5,9.64,0.246,-999.25,98.21,0.482,3.55,0.383,2.63,2.289,-999.25,-999.25,
1049,9.66,0.257,-999.25,93.96,0.389,3.59,0.33,2.66,2.27,-999.25,-999.25,
1049.5,9.66,0.265,-999.25,105.64,0.446,3.61,0.367,2.62,2.257,-999.25,-999.25,
1050,9.69,0.267,-999.25,111.63,0.317,3.61,0.293,2.54,2.253,-999.25,-999.25,
1050.5,9.66,0.265,-999.25,112.06,0.41,3.54,0.345,2.6,2.257,-999.25,-999.25,
1051,9.57,0.265,-999.25,99.11,0.447,3.52,0.367,2.69,2.257,-999.25,-999.25,
1051.5,9.62,0.264,-999.25,105.87,0.454,3.51,0.371,2.56,2.258,-999.25,-999.25,
1052,9.64,0.271,-999.25,103.84,0.512,3.58,0.41,2.55,2.247,-999.25,-999.25,
1052.5,9.64,0.271,-999.25,117.35,0.43,3.63,0.359,2.66,2.246,-999.25,-999.25,
1053,9.48,0.273,-999.25,110.02,0.458,3.69,0.377,2.62,2.243,-999.25,-999.25,
1053.5,9.4,0.271,-999.25,117.01,0.43,3.68,0.359,2.5,2.247,-999.25,-999.25,
1054,9.37,0.268,-999.25,107.31,0.42,3.63,0.352,2.54,2.252,-999.25,-999.25,
1054.5,9.37,0.259,-999.25,100.7,0.407,3.53,0.341,2.62,2.266,-999.25,-999.25,
1055,9.4,0.253,-999.25,93.8,0.406,3.49,0.338,2.63,2.277,-999.25,-999.25,
1055.5,9.42,0.254,-999.25,97.09,0.443,3.54,0.361,2.65,2.276,-999.25,-999.25,
1056,9.44,0.258,-999.25,94.81,0.448,3.64,0.366,2.68,2.268,-999.25,-999.25,
1056.5,9.45,0.258,-999.25,98.1,0.443,3.67,0.363,2.74,2.269,-999.25,-999.25,
1057,9.46,0.255,-999.25,96.75,0.37,3.65,0.318,2.76,2.274,-999.25,-999.25,
1057.5,9.48,0.252,-999.25,105.29,0.408,3.62,0.339,2.56,2.279,-999.25,-999.25,
1058,9.57,0.254,-999.25,105.2,0.411,3.61,0.342,2.45,2.276,-999.25,-999.25,
1058.5,9.66,0.253,-999.25,100.56,0.445,3.56,0.362,2.36,2.278,-999.25,-999.25,
1059,9.71,0.258,-999.25,95.97,0.44,3.52,0.361,2.35,2.269,-999.25,-999.25,
1059.5,9.73,0.27,-999.25,93.45,0.486,3.45,0.393,2.4,2.248,-999.25,-999.25,
1060,9.89,0.282,-999.25,96.77,0.421,3.4,0.358,2.41,2.228,-999.25,-999.25,
1060.5,9.87,0.288,-999.25,103.17,0.401,3.32,0.349,2.4,2.217,-999.25,-999.25,
1061,9.73,0.29,-999.25,108.92,0.394,3.23,0.346,2.41,2.214,-999.25,-999.25,
1061.5,9.78,0.295,-999.25,110.25,0.443,3.19,0.376,2.72,2.205,-999.25,-999.25,
1062,9.83,0.299,-999.25,113.06,0.336,3.15,0.318,2.32,2.199,-999.25,-999.25,
1062.5,9.87,0.303,-999.25,115.5,0.4,3.12,0.355,2.33,2.193,-999.25,-999.25,
1063,9.91,0.312,-999.25,115.93,0.399,3.04,0.358,2.52,2.176,-999.25,-999.25,
1063.5,9.96,0.34,-999.25,108.07,0.381,2.96,0.361,2.89,2.128,-999.25,-999.25,
1064,10.16,0.354,-999.25,105.97,0.458,2.9,0.409,1.78,2.104,-999.25,-999.25,
1064.5,10.5,0.351,-999.25,105.78,0.484,2.85,0.423,1.52,2.11,-999.25,-999.25,
1065,10.25,0.322,-999.25,114.43,0.445,2.89,0.388,2.43,2.16,-999.25,-999.25,
1065.5,10.27,0.312,-999.25,119.76,0.411,3.05,0.365,2.86,2.177,-999.25,-999.25,
1066,10.45,0.33,-999.25,114.03,0.435,3.2,0.386,2.29,2.146,-999.25,-999.25,
1066.5,10.72,0.361,-999.25,107.42,0.459,3.23,0.413,2.12,2.093,-999.25,-999.25,
1067,10.72,0.373,-999.25,103.69,0.537,3.15,0.462,2.28,2.072,-999.25,-999.25,
1067.5,10.83,0.365,-999.25,110.52,0.602,3.07,0.498,2.22,2.086,-999.25,-999.25,
1068,11.49,0.34,-999.25,107.89,0.496,3.05,0.425,1.93,2.128,-999.25,-999.25,
1068.5,10.65,0.319,-999.25,108,0.491,3.07,0.414,2.39,2.164,-999.25,-999.25,
1069,11.01,0.298,-999.25,101.17,0.404,3.14,0.355,3.65,2.201,-999.25,-999.25,
1069.5,10.27,0.291,-999.25,104.98,0.369,3.24,0.332,3.72,2.213,-999.25,-999.25,
1070,10.34,0.289,-999.25,94.33,0.441,3.3,0.373,3.02,2.216,-999.25,-999.25,
1070.5,10.99,0.293,-999.25,98.55,0.453,3.28,0.381,3,2.209,-999.25,-999.25,
1071,10.09,0.295,-999.25,91.58,0.459,3.26,0.386,2.88,2.205,-999.25,-999.25,
1071.5,10,0.291,-999.25,105.73,0.458,3.23,0.384,2.57,2.212,-999.25,-999.25,
1072,9.94,0.282,-999.25,102.68,0.441,3.26,0.37,2.43,2.228,-999.25,-999.25,
1072.5,9.87,0.279,-999.25,110.56,0.42,3.32,0.357,2.32,2.233,-999.25,-999.25,
1073,9.76,0.287,-999.25,106.63,0.42,3.43,0.36,2.29,2.219,-999.25,-999.25,
1073.5,9.62,0.289,-999.25,114.99,0.361,3.46,0.327,2.27,2.215,-999.25,-999.25,
1074,9.6,0.286,-999.25,113.64,0.394,3.46,0.344,2.33,2.221,-999.25,-999.25,
1074.5,9.62,0.282,-999.25,113.4,0.423,3.45,0.359,2.37,2.227,-999.25,-999.25,
1075,9.64,0.287,-999.25,112.62,0.392,3.47,0.344,2.34,2.22,-999.25,-999.25,
1075.5,9.64,0.292,-999.25,117.57,0.437,3.44,0.372,2.4,2.21,-999.25,-999.25,
1076,9.73,0.309,-999.25,122.65,0.415,3.32,0.366,2.16,2.182,-999.25,-999.25,
1076.5,9.8,0.358,-999.25,123.32,0.386,3.21,0.372,2.53,2.098,-999.25,-999.25,
1077,9.87,0.4,-999.25,119.56,0.325,3.05,0.364,1.86,2.026,-999.25,-999.25,
1077.5,10.02,0.41,-999.25,117.08,0.509,2.88,0.462,1.26,2.01,-999.25,-999.25,
1078,10.56,0.367,-999.25,132.48,0.47,2.79,0.422,2.03,2.082,-999.25,-999.25,
1078.5,10.04,0.33,-999.25,134.33,0.376,2.83,0.354,3.21,2.146,-999.25,-999.25,
1079,10.5,0.327,-999.25,141.76,0.356,2.98,0.342,4.03,2.151,-999.25,-999.25,
1079.5,10.11,0.337,-999.25,128.16,0.346,3.11,0.342,3.96,2.134,-999.25,-999.25,
1080,10.18,0.349,-999.25,128.91,0.361,3.13,0.355,2.86,2.113,-999.25,-999.25,
1080.5,10.36,0.345,-999.25,112.12,0.456,3.12,0.404,2.05,2.12,-999.25,-999.25,
1081,11.06,0.344,-999.25,103.25,0.358,3.09,0.351,1.98,2.122,-999.25,-999.25,
1081.5,10.77,0.321,-999.25,98.54,0.422,3.07,0.375,2.13,2.16,-999.25,-999.25,
1082,10.29,0.291,-999.25,97.1,0.466,3.12,0.388,2.5,2.212,-999.25,-999.25,
1082.5,10.09,0.269,-999.25,96.87,0.432,3.21,0.36,2.72,2.25,-999.25,-999.25,
1083,10.14,0.264,-999.25,96.66,0.399,3.31,0.338,2.43,2.258,-999.25,-999.25,
1083.5,10.47,0.269,-999.25,110.5,0.516,3.32,0.411,2.16,2.25,-999.25,-999.25,
1084,10,0.271,-999.25,119.94,0.514,3.24,0.411,2.24,2.247,-999.25,-999.25,
1084.5,9.87,0.277,-999.25,131.15,0.455,3.19,0.377,2.36,2.237,-999.25,-999.25,
1085,9.82,0.283,-999.25,130.48,0.449,3.17,0.375,2.43,2.226,-999.25,-999.25,
1085.5,9.85,0.282,-999.25,126.52,0.474,3.16,0.39,2.15,2.228,-999.25,-999.25,
1086,9.78,0.281,-999.25,114.99,0.406,3.1,0.349,2.09,2.23,-999.25,-999.25,
1086.5,9.76,0.276,-999.25,112.06,0.37,3.12,0.326,2.36,2.237,-999.25,-999.25,
1087,9.73,0.277,-999.25,108.83,0.312,3.23,0.295,2.41,2.237,-999.25,-999.25,
1087.5,9.71,0.271,-999.25,108.35,0.371,3.33,0.325,2.46,2.247,-999.25,-999.25,
1088,9.71,0.27,-999.25,101.48,0.449,3.44,0.37,2.46,2.248,-999.25,-999.25,
1088.5,9.69,0.274,-999.25,98.2,0.38,3.51,0.331,2.39,2.241,-999.25,-999.25,
1089,9.71,0.285,-999.25,89.32,0.41,3.63,0.353,2.36,2.222,-999.25,-999.25,
1089.5,9.71,0.289,-999.25,83.92,0.495,3.68,0.405,2.32,2.215,-999.25,-999.25,
1090,9.73,0.288,-999.25,87.81,0.428,3.66,0.365,2.25,2.217,-999.25,-999.25,
1090.5,9.85,0.285,-999.25,101.81,0.426,3.58,0.362,2.25,2.222,-999.25,-999.25,
1091,9.85,0.286,-999.25,114.08,0.422,3.49,0.36,2.21,2.221,-999.25,-999.25,
1091.5,9.89,0.289,-999.25,131.33,0.372,3.42,0.333,2.22,2.217,-999.25,-999.25,
1092,9.89,0.297,-999.25,136.7,0.398,3.44,0.351,2.13,2.202,-999.25,-999.25,
